address,type,free,reserved,staked,delegated,unclaimed,total,multiplier,final,participation
tgDL4Vck4ZyNGdahGEHitriedLkuASzqzNcxNktz6RGUDj1rc,substrate,0,0,0,0,1929514648541035233280,1929514648541035233280,1.00,1929514648541035233280,C
tgDL8nG1hLJBqCLkG4Mq8nYt5r2vk1X24SVZf47a3ncd6Dtkx,substrate,0,0,0,0,22472600380071829504,22472600380071829504,1.00,22472600380071829504,C
tgDL9wDbXmigKfUNLJmq44DoMok19jFHwgk2Npv6mwXLAHMME,substrate,0,0,0,0,17585933051364272128,17585933051364272128,1.00,17585933051364272128,C
tgDLAfCNo7R25ycFQNax9zMjGosQLAEezcaJauTXcPRZUMMWh,substrate,0,0,0,0,6534081896761340928,6534081896761340928,1.00,6534081896761340928,C
tgDLC1Dpx976z7pn2hTqhaexGNoWr5Yy4ChPN7Wsg8gsdSafW,substrate,0,0,0,0,1984959991800292352,1984959991800292352,1.00,1984959991800292352,C
tgDLFb6CPv1rjAhRMYjTqVRWDH3vwqUSmzGYRLGfF4xDdBbrW,substrate,0,0,0,0,61292281627777662976,61292281627777662976,1.00,61292281627777662976,C
tgDLKpB4PsGfzU2NHCBFfenjwiRCEuwcSMnTB11mKNqAgBCr7,substrate,0,0,0,0,141568364016864428032,141568364016864428032,1.00,141568364016864428032,C
tgDLQZPoy1GyxRXenJ6SqSaT5xsMknd9M8k41UDL2TQGe78u6,substrate,0,0,0,0,10868400315630448640,10868400315630448640,1.00,10868400315630448640,C
tgDLUu2hja7L7yqh7fnpy5a7JcNc67xQupzriCp1HW7ZCEeBy,substrate,0,0,0,0,5436182321102833664,5436182321102833664,1.00,5436182321102833664,C
tgDLVzsRTKtxrQ3FcHxTp3LqZ8byunaFLZM2HoFD6kHLm8hqA,substrate,0,0,0,0,500307127631479570432,500307127631479570432,1.00,500307127631479570432,C
tgDLWUmKDcV2qiFXtRLozkAXJHLeEBGALA5HpmqmFR6bgp5v6,substrate,0,0,0,0,10702504043533248512,10702504043533248512,1.00,10702504043533248512,C
tgDLWyGXJjG6hBtk6jep4XWLz191CfB48yA3Z8gZSTEAV1ne5,substrate,0,0,0,0,19849599919043563520,19849599919043563520,1.00,19849599919043563520,C
tgDLYcB4rjWAZ8EVAYJSkrkVeYGS8NmSawRv6USfCehmYvdEQ,substrate,0,0,0,0,7389057605867100160,7389057605867100160,1.00,7389057605867100160,C
tgDLZYwbqnFwG7qdHGDBbra2gXjwNB51vDRQhNdQVayGP2JsJ,substrate,0,0,0,0,1004016179616680249875,1004016179616680249875,1.00,1004016179616680247296,C
tgDLfwNczje7FhQcQyyMM9Ahxt6zGP4ZM6iWixFU9Mf15UTQU,substrate,0,0,0,0,1654128585738951424,1654128585738951424,1.00,1654128585738951424,C
tgDLk22dssBSFP688yFbMuJH1taNfNLQE27Y59DzkwandKLuC,substrate,0,0,0,0,30570262847932899328,30570262847932899328,1.00,30570262847932899328,C
tgDLmKmWoBafHnmkrTRo3chjaH49RGQWzF1AvKJXQJKWsUSjB,substrate,0,0,0,0,6013721064248799232,6013721064248799232,1.00,6013721064248799232,C
tgDLq8ma7GJaopCngjvCYHnH2zhAXeJgpe3TZdnHNgKS4HVP6,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDLsV5dusNMDADp74AzMhSR6EJHDLYrcwSVNmoyz14YUmF8X,substrate,0,0,0,0,4174261342520631808,4174261342520631808,1.00,4174261342520631808,C
tgDMXUkD2s7PztCEjTYz9fdLn5ESDmT1psRtQLvWCzRtEm3g3,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDNF6hAzepaRwfNM1gx5bvQSk5vLbAmo5DNuyD8oaJXFnsxH,substrate,0,0,0,0,120300592579316793344,120300592579316793344,1.00,120300592579316793344,C
tgDNFiV4gs2rkyY2BJS3C7gozP8gmt1ZmbdGi8gRJevumfQpw,substrate,0,0,0,0,2233079990807848960,2233079990807848960,1.00,2233079990807848960,C
tgDNGVo8SpmdZcKww3h2PBuFYVXk8a1gKuGWe5w69GPUWJJia,substrate,0,0,0,0,1567522554504051712,1567522554504051712,1.00,1567522554504051712,C
tgDNMPPNsJzpzbqwb5LCPLPckLUZ3MC2Twg2i4LFMmtjkTgi6,substrate,0,0,0,0,381140935711265390592,381140935711265390592,1.00,381140935711265390592,C
tgDNPUNCqmgDr5yEnFZK6MYopy7WEiPWeX9S43hQeTckNHCcs,substrate,0,0,0,0,42288605346570543104,42288605346570543104,1.00,42288605346570543104,C
tgDNPcWsXEZ8yZNAuHZQPoa3v4rreM3HgGyzDSsGJoWmnTpBz,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDNRj71HicWtUnaLSXUqh48Fk8Vvdmy513gHbU9FwtbrKBnm,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDNWEVuBFszN14n6aLBg8Ck25gYvaiRXp5j7MeGduHj83cGe,substrate,0,0,0,0,15087575250540584960,15087575250540584960,1.00,15087575250540584960,C
tgDNX1nbbiubF4wSAZtnRRYfYYxYewhHmkaZW2eZ1rngizYvF,substrate,0,0,0,0,29781392194873155584,29781392194873155584,1.00,29781392194873155584,C
tgDNZSQ12o7rNNA5BkfGgDzHdXBmo9mwBTJ5BqRwhEQf5T2UP,substrate,0,0,0,0,2975653523806445056,2975653523806445056,1.00,2975653523806445056,C
tgDNiYuvEBkMf9SffWWvjMay6fTHj1qmyoE9C3Wu6brh3UNG8,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDNk5XmD2uKtP4jRbdtncfZTQARmkAUtzU5ijHsGx2rGUpfE,substrate,0,0,0,0,9105569612543202304,9105569612543202304,1.00,9105569612543202304,C
tgDNmiBTnjJ6D69Nt82RBKN5ZGmqySzsEzppXFBETnJWd5ZMs,substrate,0,0,0,0,27251013274612461568,27251013274612461568,1.00,27251013274612461568,C
tgDNpLGrQHDdwUc6zZbarbgFLfLGgYg92W2cyjLLVMsiDqDR9,substrate,0,0,0,0,8419730908052159488,8419730908052159488,1.00,8419730908052159488,C
tgDNwPcJGVEmBRPi2MUngkDM2KVEPnqqTCCaxEmVXJ4utbmnP,substrate,0,0,0,0,1885172655121423104,1885172655121423104,1.00,1885172655121423104,C
tgDNxQrRAA3bWtMHbfYzbX6Tn6KDzrvBxcfQpBfGomwGWuDAG,substrate,0,0,0,0,3007501085461954560,3007501085461954560,1.00,3007501085461954560,C
tgDNy13CtRhwu3M48iNYDREgBEyRGHnEmJaqSqP7rHwrsv34C,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDP2CygTnAG1otsJscjfR1fLGDabRq3eCHe5K3kABqSUpEM2,substrate,0,0,0,0,48935115413822144512,48935115413822144512,1.00,48935115413822144512,C
tgDP2m9A6tNZBDoPDFb5HuQ6oSdfuUTPdPkh25eF2n1JNefM1,substrate,0,0,0,0,62029999747076177920,62029999747076177920,1.00,62029999747076177920,C
tgDP3AXQo1G22NrCDF9GD8YRrW6phuF8ER3jX9cMziGA3j1j9,substrate,0,0,0,0,10657881774664949760,10657881774664949760,1.00,10657881774664949760,C
tgDP4AoPdy5RwTdhvGsmuKzMoMdCAq4HcrgrDL42AVL4cBCmJ,substrate,0,0,0,0,972607965485108822016,972607965485108822016,1.00,972607965485108822016,C
tgDP4pKiNMm9TFrfrPtUrWkmF5pDKJfrdZ4SkbWwjKyT7EeYd,substrate,0,0,0,0,5250810930983634944,5250810930983634944,1.00,5250810930983634944,C
tgDP75kGvw96riNap8q3JcqEBPHKbTUjPvauSRU2r3sqSex7m,substrate,0,0,0,0,15811864277439639552,15811864277439639552,1.00,15811864277439639552,C
tgDPBJbvBenMXoJCu76Y4DJ368cXPe5k8ZAoPjQkquWYerhou,substrate,0,0,0,0,2255636401915925248,2255636401915925248,1.00,2255636401915925248,C
tgDPH1iteLDR9BsBvtLrTjXJRmrcKbkKk2ta7QKSuKiCAw8Jy,substrate,0,0,0,0,1912554095740713984,1912554095740713984,1.00,1912554095740713984,C
tgDPHBuuxwu43WDZTg2nY9VbDJuVnN61kqRe6u2kZsVXzPj3P,substrate,0,0,0,0,2416522470456888320,2416522470456888320,1.00,2416522470456888320,C
tgDPRHTQi7wn2MyrgPKeRotJfhVJgn8j3Rd6MwfFyG5uVypvD,substrate,0,0,0,0,5289498374447224832,5289498374447224832,1.00,5289498374447224832,C
tgDPRQtkfdJAVsw5f7grxN5GRjybe82FSDHTG1WRwaPwZL97h,substrate,0,0,0,0,2481199989815405568,2481199989815405568,1.00,2481199989815405568,C
tgDPRtXvaaWDjNXPkbKmJ2qmp7ZA931kBGrXXLZRuPCeZP1Hx,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDPSBFfErRJhvFcFVF7HPWbtRssFdAsfmGxqMkePbFEzUPFf,substrate,0,0,0,0,960921409745798037504,960921409745798037504,1.00,960921409745798037504,C
tgDPTorKEwzKgs1d7uzisSgWr8LgqgGkot41DqoKWxn1U8aij,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDPTwCRmvXgsmDFDjZudNWVMDdrBWdVPVZp3Mu22k5o34ATD,substrate,0,0,0,0,6838784844437338112,6838784844437338112,1.00,6838784844437338112,C
tgDPjJ5gyLkoAR81Cr7sYRViuCcvMCprXQ3TE6QvKUzvCAAx8,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDQjhPShBhN9YPYt8iBBGrJY7Sot6HgiVxUD1e3aCwWEFVsE,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDQrTZU67TVGNSubsUjFhSxaqPtvqvDeLXs4S9eS3J5VyLGv,substrate,0,0,0,0,6352240625401188352,6352240625401188352,1.00,6352240625401188352,C
tgDQrix3N7yfQftYuVEQtyz2kW5vGBRid9xqGiiwGU9v5uYMr,substrate,0,0,0,0,21992995855868743680,21992995855868743680,1.00,21992995855868743680,C
tgDQsJ2tmpnaD2q1gN1yhPyPem2gurQaGiJob3gqzgw5GCjLi,substrate,0,0,0,0,19837243463528329216,19837243463528329216,1.00,19837243463528329216,C
tgDQsSgMmrfzeu5A1VcjXHDcBEmfdRi49BFMQBqv1QRgaAhL6,substrate,0,0,0,0,12415395798579884032,12415395798579884032,1.00,12415395798579884032,C
tgDQsc584xMeJnUmPyMU3AuuTfVYt8vmzY4wKYe1TxvrP7CVv,substrate,0,0,0,0,15036071938687207424,15036071938687207424,1.00,15036071938687207424,C
tgDQtD1mSTCH9ZiD6T6nGsAe6M7XU1nTJbbVxqxrRzZxWfPNy,substrate,0,0,0,0,1090929083625272508416,1090929083625272508416,1.00,1090929083625272508416,C
tgDQv6XoToQM5jR5tpPfduW7G1DqRtxyjeBV5kwieEx8DGSdk,substrate,0,0,0,0,5481196341274844160,5481196341274844160,1.00,5481196341274844160,C
tgDR8nGWaadX5QNuwQUB2yeLSuj4XoMhQ2XZsSrow6EAGqYVn,substrate,0,0,0,0,8840775771231599616,8840775771231599616,1.00,8840775771231599616,C
tgDR9QkLcCWMxBHh3qaHezyeq13m9JsyiFo9eptTuL7y92L4N,substrate,0,0,0,0,92931150285854801920,92931150285854801920,1.00,92931150285854801920,C
tgDRFJd1qu9tP2G1rHRZPZuwAAaRVPVzgzn9VuSsp6yAuhRtU,substrate,0,0,0,0,4494110239314447872,4494110239314447872,1.00,4494110239314447872,C
tgDRGNxdPqJARnKAeipT2MyfyXxVxUEZ3jdrg1GpACSpjJ2Pg,substrate,0,0,0,0,10137329590743879680,10137329590743879680,1.00,10137329590743879680,C
tgDRJqyFB9FK5KVoyeQeJRVyXkkAD764LHCEmzaRrtjHfqPWg,substrate,0,0,0,0,4176731317137227776,4176731317137227776,1.00,4176731317137227776,C
tgDRL8wqfDBnkLJ65kHy2Pu5UGHYPJ8DNSsDHKqTtc6tc7azm,substrate,0,0,0,0,4306674320302082048,4306674320302082048,1.00,4306674320302082048,C
tgDRLJGiFVwgpFStCfB1NmZGUtEHvZd3SHBMWz6UL9h1z3D2Q,substrate,0,0,0,0,570732891259213119488,570732891259213119488,1.00,570732891259213119488,C
tgDRNQHuHakMonqjYQeish4ydHYBt7KBzYJCdHReS1gz5LZTo,substrate,0,0,0,0,6272169927101500416,6272169927101500416,1.00,6272169927101500416,C
tgDRSzxgWJnQHRe7ofMHvXVLvdi7C2MYdVB1W8E2XZVzU6wVn,substrate,0,0,0,0,64977005366940663808,64977005366940663808,1.00,64977005366940663808,C
tgDRTDxhC7eYoMGwCwYgCRN4WworENvBogzTePMU58wewM8pG,substrate,0,0,0,0,3971217275464989184,3971217275464989184,1.00,3971217275464989184,C
tgDRWnTZzAGxi5EZjdLgzhHtrKgSBnjdEDDL9xxrm4ngEgDw6,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDRXKGZS1FDx3XC6bMVW2WzeoLhBh9EBzT7cmYQzDC5oezB5,substrate,0,0,0,0,49628602558325293056,49628602558325293056,1.00,49628602558325293056,C
tgDRa5HZtw8JmUoyJAtwKfWQdEVBKYG7Hk8MVXUiYaCa6JAWZ,substrate,0,0,0,0,1592219609317253376,1592219609317253376,1.00,1592219609317253376,C
tgDRb5AYMGtZ5k7e79NEBYGFKsxjku9ZiBLW1Qyw67dVYVuqC,substrate,0,0,0,0,3428567258717872128,3428567258717872128,1.00,3428567258717872128,C
tgDRdcxpZERngfqWigZSFwrD9ZMuRi1SRDFpJ4rLa9Ss1BP9D,substrate,0,0,0,0,2706962340294598144,2706962340294598144,1.00,2706962340294598144,C
tgDReDzmp3zYnqJC5iiLGWQtWQNjcDVSUUYxe2KteYgeXCmbd,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDRexAqSR3eAgyUjSJ4HbXAvs7TvDttfBAcJwxU84EewjyTP,substrate,0,0,0,0,11963502663656919040,11963502663656919040,1.00,11963502663656919040,C
tgDRfJk3FqeDrCctE7CB8pfmm2bJgo6KAtpk8aMQU766AhCEh,substrate,0,0,0,0,965661637105416002443,965661637105416002443,1.00,965661637105416011776,C
tgDRgJ3RpA3vEqZaSbetcvH5QM6ZUYtaCNY5T1YB5ULAVnQhX,substrate,0,0,0,0,37862885746304172032,37862885746304172032,1.00,37862885746304172032,C
tgDRmagYo4g5FdgHBNxpQ4TR4JJqh6WiL56D391SDrB8qKZ1t,substrate,0,0,0,0,23808558093638615040,23808558093638615040,1.00,23808558093638615040,C
tgDRnFeKHZ59CbrVUazQii3jp4dRejeSC9a3Q43Xe2wSFyR5C,substrate,0,0,0,0,45529259429433548800,45529259429433548800,1.00,45529259429433548800,C
tgDRpmzZaFagSmDw7xFdxiWMctDbjta9PnwP1yZJJ1Q9HjXrr,substrate,0,0,0,0,33693176288567115776,33693176288567115776,1.00,33693176288567115776,C
tgDRqpnNa2PVZGjafkGftCKZUFENfvzboZqrpQkj9HmG3rwWs,substrate,0,0,0,0,170493539039361630208,170493539039361630208,1.00,170493539039361630208,C
tgDRuFsuAhEaCqtwQ6gZHCFyJfF5XWLsiBYmKXXH6x8mMTAjE,substrate,0,0,0,0,14874137853611331584,14874137853611331584,1.00,14874137853611331584,C
tgDRvPawYaxED6rqbq4AXQZuXrng6kMVjAW6wEuWHN9CRY4hT,substrate,0,0,0,0,87541981226854531072,87541981226854531072,1.00,87541981226854531072,C
tgDRvYVuJkpNHca6p9KsWxUN83AeQijdDytEHjn7T6ZHzFegg,substrate,0,0,0,0,33467548771739004928,33467548771739004928,1.00,33467548771739004928,C
tgDRwxeKADJ5NHKLCWLDG6fNgXYwsD2ZgNNwfZ3StTdTNgr4N,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDRyEeCFaaCpZW5aEExZew23o49kh3eskB6CsQHzRUmf1YU5,substrate,0,0,0,0,15283127489599262720,15283127489599262720,1.00,15283127489599262720,C
tgDRygho23iipnJ5qfhwHfdMXbb5P1m9eqJysaRyrJtKcnFvM,substrate,0,0,0,0,672608928221505478849,672608928221505478849,1.00,672608928221505519616,C
tgDRzL9JGygnFwzTGRzEXxTrrqaiWmjUprSSXVT2g1SgWvdnk,substrate,0,0,0,0,311549148214107439104,311549148214107439104,1.00,311549148214107439104,C
tgDS6EkHbHNdsBpAQFrG2EBv2jkNUDheNFbctcpz9TgDFi7j1,substrate,0,0,0,0,5824378148673562624,5824378148673562624,1.00,5824378148673562624,C
tgDS6a3zLNonvsiNjBvu9NseiNMTA5VC65kMsNQpWW5R9e98E,substrate,0,0,0,0,1696528031550831404658,1696528031550831404658,1.00,1696528031550831329280,C
tgDS7jvtjHzWJnkkAqPebK7ZoEDVbTsUPFcvZRMvnrJhhuPpE,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDSmCeaKqSTAUAe9eGszyVhuuSyQzws56abuDidVpv5hCPVG,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDTUu7aQERNLNrS3aFtwFDwBD5v5yC8aC5QU9xmkUfwoNJya,substrate,0,0,0,0,9580636954371436544,9580636954371436544,1.00,9580636954371436544,C
tgDTUypGA8J2PPk8SSLscYtoy5trKJL9X3HiHnEfJAJor525a,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDTWkonW7t44VuQcLi8rKGJsx9hBaFuaToZmoDWMuNzJrBkz,substrate,0,0,0,0,601701716643742613504,601701716643742613504,1.00,601701716643742613504,C
tgDTXYT3vN7j1amnyz9WnDnDyt9aDSEpwb5AT5X4NtN3YYeJ6,substrate,0,0,0,0,3583501212156557824,3583501212156557824,1.00,3583501212156557824,C
tgDTYpV7SQyAxtDhukX9EATRJjQww4r2wECZ2n7b98oa3B1xb,substrate,0,0,0,0,66226325682460262400,66226325682460262400,1.00,66226325682460262400,C
tgDTZm4AwXdRqXRoWf5fm6kwMjNDvwumHdjZcRJ7kGPPj2JU5,substrate,0,0,0,0,10546057638430947328,10546057638430947328,1.00,10546057638430947328,C
tgDTZw9n36zNKfdQEqbUFE1JMAFtVcwbhSvWQQJeE4e3phue1,substrate,0,0,0,0,5078029808203059200,5078029808203059200,1.00,5078029808203059200,C
tgDTb8bw5o5wV4jVSUSCSNG6a4W4BkfUBndBL8kABj3t6L3oC,substrate,0,0,0,0,12331744630460661760,12331744630460661760,1.00,12331744630460661760,C
tgDTchJiiqXFhcb8dx19uWgd12Kk6t9RgXNynnfTmF79fKwLK,substrate,0,0,0,0,1173754614579991808,1173754614579991808,1.00,1173754614579991808,C
tgDThSn6rFitn7Z5QF2Jqfh2gVxBRsMt5aBFDUgUN9haLj6Jm,substrate,0,0,0,0,1297137031881861120,1297137031881861120,1.00,1297137031881861120,C
tgDThVWDqnJst8YUroRzsD7ktyv6f21UrMitBXbjjcftHkznQ,substrate,0,0,0,0,11234410265286811648,11234410265286811648,1.00,11234410265286811648,C
tgDTi5tFbWBQpE9bXmCokqVr9w8BvN6vwAPZ9MXkjtJxky4Pf,substrate,0,0,0,0,2363278738434878976,2363278738434878976,1.00,2363278738434878976,C
tgDTiCUh8w3o9sZ1xugxNEEkvCeMneM4sARHVkfWdzZFPsacP,substrate,0,0,0,0,1952654768015361536,1952654768015361536,1.00,1952654768015361536,C
tgDTiZNmb7tEjVN4HEM9XKdfhHjxDnTiT6o2KkXMCEtekx7yH,substrate,0,0,0,0,24811999898804453376,24811999898804453376,1.00,24811999898804453376,C
tgDTjdqgbG5iRrNVw6YbKG6sJyxV5PPVf23LQDRcWoe4qipVa,substrate,0,0,0,0,13146111006694293504,13146111006694293504,1.00,13146111006694293504,C
tgDTnk222ombPPMYAF33XonnLxGhTJCZBBdxi1rCJ1BkiypvU,substrate,0,0,0,0,258805759801803046912,258805759801803046912,1.00,258805759801803046912,C
tgDTok3aRgRPM2Wdk8nAU2RBLH4gjsHtpksnbLyuky232gWxM,substrate,0,0,0,0,66111933735668801536,66111933735668801536,1.00,66111933735668801536,C
tgDTpHo1Wur1Q3TXtTrpgwB7NW3wJVALZQeeRF1GrVQ1dRoWk,substrate,0,0,0,0,16565770577478377472,16565770577478377472,1.00,16565770577478377472,C
tgDTs35tRjX2dVRECyZf9gcBqxaYsnZXWkRHm4kvf6VRV56Cq,substrate,0,0,0,0,115179641523429212160,115179641523429212160,1.00,115179641523429212160,C
tgDTvguvbuBKq3wNyrAzCU4gy1XmpPLf5VJ15WjiCvwMbotM3,substrate,0,0,0,0,3007807252788713472,3007807252788713472,1.00,3007807252788713472,C
tgDTvhZxkVFktKnCxp4rXZyuCHW898HErkf7gLtUyyU5CqQDZ,substrate,0,0,0,0,19485966293903450112,19485966293903450112,1.00,19485966293903450112,C
tgDTyyrkFUVDdPNZ1txxkjdJduCWGm5EqLVhBb3kgztM1kXhg,substrate,0,0,0,0,7193440081146622976,7193440081146622976,1.00,7193440081146622976,C
tgDU1cxECQPAhKu24BBkpnwMaHdjUHXdJxYgzD6cf9Rx8PALX,substrate,0,0,0,0,1703907702143356239872,1703907702143356239872,1.00,1703907702143356239872,C
tgDU9hYBndDT1NG6d9qB7RFtMkwVeuiBhnkewFX91VPFHhkUd,substrate,0,0,0,0,2748327742707557376,2748327742707557376,1.00,2748327742707557376,C
tgDUAYGz1JkyC2VapvBf9zt2NM9Mp9zgt4Yt8EtSsSyRBJfVf,substrate,0,0,0,0,13655772644182034432,13655772644182034432,1.00,13655772644182034432,C
tgDUB4U1CRurn93NymMTx1sABw5LTZactzAg7iTGANXrDq5CG,substrate,0,0,0,0,301487699706358595584,301487699706358595584,1.00,301487699706358595584,C
tgDUDSF5e48FgfALscbfa9U9wvx55D5DMQwcp8xDnVAzMxMVD,substrate,0,0,0,0,10699328429394800640,10699328429394800640,1.00,10699328429394800640,C
tgDUJwurFQPwvsEHauDmSTDpskAEmkNSP5Sc5CpbfMnyzmXYY,substrate,0,0,0,0,4011079523413723136,4011079523413723136,1.00,4011079523413723136,C
tgDUKAyqZkLj1goCDmnPftDmMAwBvoCeS6Y8u2un2Cvf1i7H3,substrate,0,0,0,0,2589985404986730496,2589985404986730496,1.00,2589985404986730496,C
tgDUKMB7CQ6wLbZtWKsvgfoYBzMVAaNPMZA78GgVrB5PA1wNc,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDUNkFCphh4FicjCVUTzYDdKKo23nJ84LPvA7Cs8fRHorCVH,substrate,0,0,0,0,4867295911147808768,4867295911147808768,1.00,4867295911147808768,C
tgDURqKkztsicN2tv3PhTfyN7ENq9HJFhsaJY7A4MvLu78rBE,substrate,0,0,0,0,5211275183798383616,5211275183798383616,1.00,5211275183798383616,C
tgDUUonCDL9VeukZuoxmc8DSSbkV1vcmoevADP2ws7znsH54X,substrate,0,0,0,0,32016684843950129152,32016684843950129152,1.00,32016684843950129152,C
tgDUWYZgY6yEmpf1UCYfHZQXwzieXuHoaHdRY3XWYvdWuaYV5,substrate,0,0,0,0,8320906380252344320,8320906380252344320,1.00,8320906380252344320,C
tgDUYLLVL7WWYaQvYBZkBXrUnHoEunykqEpnZovCUAqoYZuzz,substrate,0,0,0,0,5798030409168110592,5798030409168110592,1.00,5798030409168110592,C
tgDUYV6Cdyd2p7PXVGhDFB4bcxdtWXcjnBFgc67ZJ9d8LiqMM,substrate,0,0,0,0,14756105233039202304,14756105233039202304,1.00,14756105233039202304,C
tgDUZngkFNoMzG8FDYwEcZRfY9LY9x1CJLt34dSRYAsemAbzo,substrate,0,0,0,0,1524810175565434624,1524810175565434624,1.00,1524810175565434624,C
tgDUaVY9HMs9ptuapea3om66F4cTPoWe8oDX92w8CRWbL89uj,substrate,0,0,0,0,7900652400022580224,7900652400022580224,1.00,7900652400022580224,C
tgDUapJyMHS51TeaSAP82TsHeDZqLgJuqc4KveyE4indg7KvZ,substrate,0,0,0,0,4669167253625574400,4669167253625574400,1.00,4669167253625574400,C
tgDUe7hCPQCKjn2UbqcmpPtamEGMj4uRfitkdTgu5Bba4T2ex,substrate,0,0,0,0,3902641225236266496,3902641225236266496,1.00,3902641225236266496,C
tgDUea2SzvAoGysHGxhyLUuhaU8vupuwMwr4M4dLngr3PqsH3,substrate,0,0,0,0,6484954518924409856,6484954518924409856,1.00,6484954518924409856,C
tgDUhhejMTU6eSKSNKrLr4HyDNYXw3dm7YuveaZs43bsTEMDB,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDUiCpbo7mhdmtLvZji686dmRq8EgGProT4BpyZMnkuJJKa2,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDUjf3mXj1n4fLiFuRts5h1gVZgHznDhh93pegemyVM81xnd,substrate,0,0,0,0,80304214352510664704,80304214352510664704,1.00,80304214352510664704,C
tgDUm7PiufjiBL2jpajjgciTTT91WYveGmpry8dLasBv4ahzh,substrate,0,0,0,0,1332930806228890112,1332930806228890112,1.00,1332930806228890112,C
tgDW6f9ENjHJ5v6KGJP6wgHD7p7g8YoRMDjjXCpe5C6B7zjP4,substrate,0,0,0,0,3007515159194606592,3007515159194606592,1.00,3007515159194606592,C
tgDW7g9sVDRAfgbWrxHNbLbWWHuKsH9gcrUfZghkPzemihwk4,substrate,0,0,0,0,14636328140570284032,14636328140570284032,1.00,14636328140570284032,C
tgDW8a8QzzezicCda1Z51MuanspgwtcwiEnmF4t3uayja7PgY,substrate,0,0,0,0,73157266399639330816,73157266399639330816,1.00,73157266399639330816,C
tgDW9WG3iPHsmhiZgUyVP4gY7VCFPoasFZw65BmQWRZC7ZrwT,substrate,0,0,0,0,86522765037930397696,86522765037930397696,1.00,86522765037930397696,C
tgDW9joP46Qx3FVGFrq8PmFtBNKCWLzXEGTp3Heanr6fkv4eB,substrate,0,0,0,0,21612250103514681344,21612250103514681344,1.00,21612250103514681344,C
tgDWBsUR6SLC132vfxn3aohwK44CwK2qFJSGH6jZF3xWqfX7D,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDWCyg5EUL6D1puX4gAQb4YobZ8mfwnJGLTdrbjqnsrfdcyD,substrate,0,0,0,0,3661371855366705152,3661371855366705152,1.00,3661371855366705152,C
tgDWF3ry3rLEndNTXJ3u9FBYqMKhnndDebyfTitJMhZyrZQEx,substrate,0,0,0,0,2629186981898669056,2629186981898669056,1.00,2629186981898669056,C
tgDWJF3Mc8SqtCUpBxMzVbFqJnEE3PCcpkbczQGWyx9aPuTRH,substrate,0,0,0,0,65013924924518981632,65013924924518981632,1.00,65013924924518981632,C
tgDWKP6hzWyrq3oSDacwktKmP7c1pkZvin7cVVE6Vhq5DA3gX,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDWMJCAY7DqG58tNQfdp3YXyqxHb5TX89ZquXuRwdoA6mL7T,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDWPYtFYbCnWtbeurMxgrHfEZKdF6TbBJMPAiSVWLtUmSsY6,substrate,0,0,0,0,4962399979760890880,4962399979760890880,1.00,4962399979760890880,C
tgDWQa9KDbaUbaihoT9uijRCu6yu9JvFr1V8krjzeAJdT25pd,substrate,0,0,0,0,1004016064257028112449,1004016064257028112449,1.00,1004016064257028128768,C
tgDWQsUrznYbhurK3rk3BYUVMWC35jup93zsNTGDQLwB9Fsct,substrate,0,0,0,0,185104783341175472128,185104783341175472128,1.00,185104783341175472128,C
